ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
1.8.5.3	wildtype	Escherichia coli	C1=C[N+](=CC=C1CO)[O-]	4-hydroxymethylpyridine N-oxide		607.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	CC1=CC=[N+](C=C1)[O-]	4-methylpyridine N-oxide		592.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	CCCCCCCCCCCC[N+](C)(C)[O-]	dimethyldodecylamine N-oxide		287.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C1=CC(=C[N+](=C1)[O-])C(=O)O	3-carboxypyridine N-oxide		34.0	s^(-1)
2.7.4.33	wildtype	Acinetobacter johnsonii	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	5'-AMP		616.7	s^(-1)
2.7.4.33	wildtype	Acinetobacter johnsonii	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		7.83	s^(-1)
2.7.4.33	wildtype	Pseudomonas aeruginosa	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		9.0	s^(-1)
4.3.1.25	wildtype	Sorghum bicolor	C1=CC=C(C=C1)CC(C(=O)O)N	D-phenylalanine		2.52	s^(-1)
4.3.1.25	wildtype	Rhodotorula toruloides	C1=CC=C(C=C1)CC(C(=O)O)N	D-phenylalanine		11.03	s^(-1)
4.3.1.25	wildtype	Rhodotorula toruloides	C1=CC(=CC=C1CC(C(=O)O)N)O	L-tyrosine		4.92	s^(-1)
4.3.1.25	wildtype	Sorghum bicolor	C1=CC(=CC=C1CC(C(=O)O)N)O	L-tyrosine		5.18	s^(-1)
4.3.1.25	wildtype	Bambusa oldhamii	C1=CC=C(C=C1)CC(C(=O)O)N	D-phenylalanine		7.88	s^(-1)
4.3.1.25	wildtype	Sorghum bicolor	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	L-Dopa		0.76	s^(-1)
4.3.1.25	wildtype	Bambusa oldhamii	C1=CC(=CC=C1CC(C(=O)O)N)O	L-tyrosine		5.56	s^(-1)
4.3.1.25	wildtype	Rhodotorula toruloides	C1=CC=C(C=C1)C=CC(=O)O	trans-cinnamate		1.11	s^(-1)
2.3.1.97	Y192A	Homo sapiens	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	myristoyl-CoA		4.96	s^(-1)
2.3.1.97	V181L	Homo sapiens	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	myristoyl-CoA		6.17	s^(-1)
2.3.1.97	V181A	Homo sapiens	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	myristoyl-CoA		18.54	s^(-1)
2.3.1.97	Y180F/N246A	Homo sapiens	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	myristoyl-CoA		20.92	s^(-1)
2.3.1.97	wildtype	Homo sapiens	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	myristoyl-CoA		23.5	s^(-1)
2.3.1.97	K252E/K107E	Homo sapiens	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	myristoyl-CoA		25.85	s^(-1)
2.3.1.97	wildtype	Trypanosoma cruzi	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	myristoyl-CoA		54.8	s^(-1)
4.4.1.5	wildtype	Oryza sativa Japonica Group	CC(C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O	S-Lactoylglutathione		7100.0	s^(-1)
4.1.1.97	wildtype	Klebsiella pneumoniae	C1(=NC(=O)NC1(C(=O)O)O)NC(=O)N	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate		970.0	s^(-1)
4.1.1.23	Q215A/R235A/Y217F	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		4e-05	s^(-1)
4.1.1.23	wildtype	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		11000.0	s^(-1)
4.1.1.23	R235A/Y217F	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		0.0041	s^(-1)
4.1.1.23	Q215A/R235A	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		0.014	s^(-1)
4.1.1.23	V182A/Y206F/T159V	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		0.13	s^(-1)
4.1.1.23	V155D	Methanobacterium thermoautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		0.46	s^(-1)
4.1.1.23	R235A	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		0.91	s^(-1)
4.1.1.23	V182A/T159V	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		0.8	s^(-1)
4.1.1.23	R203A	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		1.5	s^(-1)
4.1.1.23	R160A/V182A	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		1.7	s^(-1)
4.1.1.23	Q215A/Y217F	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		2.3	s^(-1)
4.1.1.23	Y271F/Q215A	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		3.4	s^(-1)
4.1.1.23	Y206F/T159V	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		3.7	s^(-1)
4.1.1.23	D70N	Methanobacterium thermoautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		4.0	s^(-1)
4.1.1.23	R160A/Y206F	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		8.5	s^(-1)
4.1.1.23	I96S	Methanobacterium thermoautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		10.0	s^(-1)
4.1.1.23	Q185A	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		13.0	s^(-1)
4.1.1.23	D71C	Escherichia coli	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		14.0	s^(-1)
4.1.1.23	V182A/Y206F	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		15.0	s^(-1)
4.1.1.23	V155S	Methanobacterium thermoautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		22.0	s^(-1)
4.1.1.23	R160A	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		67.0	s^(-1)
4.1.1.23	T159V	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		70.0	s^(-1)
4.1.1.23	L123S	Methanobacterium thermoautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		120.0	s^(-1)
4.1.1.23	V182A	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		130.0	s^(-1)
4.1.1.23	D76C	Escherichia coli	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		170.0	s^(-1)
4.1.1.23	Y217F	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		180.0	s^(-1)
4.1.1.23	L123N	Methanobacterium thermoautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		190.0	s^(-1)
4.1.1.23	Q215A	Saccharomyces cerevisiae	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		260.0	s^(-1)
4.1.1.23	I96T	Methanobacterium thermoautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		300.0	s^(-1)
4.1.1.23	wildtype	Plasmodium falciparum	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		492900.0	s^(-1)
4.1.1.23	Y206F	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		750.0	s^(-1)
4.1.1.23	wildtype	Methanobacterium thermoautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		2000.0	s^(-1)
4.1.1.23	wildtype	Methanothermobacter thermautotrophicus	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		2900.0	s^(-1)
4.1.1.23	D22G	Escherichia coli	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		4500.0	s^(-1)
4.1.1.23	L130M	Escherichia coli	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		5100.0	s^(-1)
4.1.1.23	V167N	Escherichia coli	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		5900.0	s^(-1)
4.1.1.23	Q201H	Escherichia coli	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		12000.0	s^(-1)
4.1.1.23	T80S	Escherichia coli	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		15000.0	s^(-1)
4.1.1.23	wildtype	Escherichia coli	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	orotidine 5'-phosphate		15000.0	s^(-1)
4.1.1.23	wildtype	Saccharomyces cerevisiae	C1(=C(NC(=O)NC1=O)C(=O)O)F	5-Fluoroorotate		0.00014	s^(-1)
6.2.1.41	wildtype	Mycobacterium tuberculosis	CC12CCC(=O)C(C1CCC2=O)CCC(=O)[O-]	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate		730.0	s^(-1)
1.7.1.17	S16A	Shewanella oneidensis	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		0.04	s^(-1)
1.7.1.17	N96A	Shewanella oneidensis	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		0.05	s^(-1)
1.7.1.17	H143A	Shewanella oneidensis	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		0.07	s^(-1)
1.7.1.17	R59A	Shewanella oneidensis	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		0.09	s^(-1)
1.7.1.17	R139A	Shewanella oneidensis	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		0.14	s^(-1)
1.7.1.17	wildtype	Shewanella oneidensis	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		0.18	s^(-1)
1.7.1.17	F117A	Shewanella oneidensis	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		2.51	s^(-1)
1.7.1.17	N96A	Shewanella oneidensis	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	Methyl red		0.03	s^(-1)
1.7.1.17	H143A	Shewanella oneidensis	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	Methyl red		0.09	s^(-1)
1.7.1.17	S16A	Shewanella oneidensis	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	Methyl red		0.13	s^(-1)
1.7.1.17	R139A	Shewanella oneidensis	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	Methyl red		0.45	s^(-1)
1.7.1.17	R59A	Shewanella oneidensis	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	Methyl red		0.8	s^(-1)
1.7.1.17	Y119A	Shewanella oneidensis	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	Methyl red		1.04	s^(-1)
1.7.1.17	wildtype	Shewanella oneidensis	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	Methyl red		2.93	s^(-1)
1.7.1.17	F117A	Shewanella oneidensis	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	Methyl red		4.39	s^(-1)
1.1.1.168	T30A	Candida dubliniensis	CC1(COC(=O)C1=O)C	2-dehydropantolactone		4.43	s^(-1)
1.1.1.168	wildtype	Candida dubliniensis	CC1(COC(=O)C1=O)C	2-dehydropantolactone		122.0	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		12.67	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N	NADP+		0.067	s^(-1)
1.1.1.239	wildtype	Homo sapiens	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O	estrone		0.127	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	CC(=CCCC(=CCO)C)C	nerol		0.2	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	CC(=CCCC(=CCCC(=CCO)C)C)C	farnesol		0.42	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	C1C(C2=CC=CC3=C2C1=CC=C3)O	1-Acenaphthenol		1.83	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	CC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C	geranylgeraniol		33.3	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	C1CC=CC(C1)O	2-Cyclohexen-1-ol		0.05	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	C1CC2=CC=CC=C2C1O	(S)-1-indanol		0.55	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	C1=CC(C(C=C1)O)O	cis-benzene dihydrodiol		0.05	s^(-1)
1.1.1.239	wildtype	Homo sapiens	CCCCCC(=O)C=CC=O	4-oxo-2-nonenal		47.8	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	C1CC(C2=CC=CC=C2C1)O	(R)-1,2,3,4-tetrahydro-1-naphthol		1.67	s^(-1)
1.1.1.239	wildtype	Mesocricetus auratus	CC1=C(C(CCC1)(C)C)C=CC(C)O	beta-ionol		5.3	s^(-1)
6.2.1.43	wildtype	Streptomyces carzinostaticus	CC1=CC(=CC2=C1C=CC(=C2C(=O)O)[O-])OC	2-hydroxy-7-methoxy-5-methyl-1-naphthoate		1068.0	s^(-1)
6.2.1.43	wildtype	Streptomyces carzinostaticus	CC1=C2C=CC(=C(C2=CC=C1)C(=O)O)[O-]	2-hydroxy-5-methyl-1-naphthoate		540.0	s^(-1)
1.14.13.2	Y385F	Pseudomonas aeruginosa	C1=CC(=CC=C1C(=O)O)[O-]	4-hydroxybenzoate		10.0	s^(-1)
1.14.13.2	Y385F/T294A	Pseudomonas aeruginosa	C1=CC(=CC=C1C(=O)O)[O-]	4-hydroxybenzoate		20.0	s^(-1)
1.14.13.2	Y385F/L199V	Pseudomonas aeruginosa	C1=CC(=CC=C1C(=O)O)[O-]	4-hydroxybenzoate		20.45	s^(-1)
1.14.13.2	wildtype	Pseudomonas aeruginosa	C1=CC(=CC=C1C(=O)O)[O-]	4-hydroxybenzoate		410.0	s^(-1)
1.14.13.2	wildtype	Cupriavidus pinatubonensis	C1=CC(=CC=C1C(=O)O)[O-]	4-hydroxybenzoate		993.5	s^(-1)
1.14.13.2	wildtype	Pseudomonas aeruginosa	C1=CC(=C(C=C1C(=O)O)O)[O-]	3,4-dihydroxybenzoate		7.86	s^(-1)
1.14.13.2	Y385F/L199V	Pseudomonas aeruginosa	C1=CC(=C(C=C1C(=O)O)O)[O-]	3,4-dihydroxybenzoate		84.6	s^(-1)
1.14.13.2	Y385F	Pseudomonas aeruginosa	C1=CC(=C(C=C1C(=O)O)O)O	protocatechuate		2.0	s^(-1)
1.14.13.2	Y385F/T294A	Pseudomonas aeruginosa	C1=CC(=C(C=C1C(=O)O)O)O	protocatechuate		12.0	s^(-1)
1.13.11.91	wildtype	Pseudomonas aeruginosa	C(CS)C(=O)[O-]	3-Mercaptopropanoate		110.0	s^(-1)
1.13.11.91	wildtype	Cupriavidus necator	C(CS)C(=O)[O-]	3-Mercaptopropanoate		0.5	s^(-1)
1.13.11.91	Q62R	Pseudomonas aeruginosa	C(CS)C(=O)[O-]	3-Mercaptopropanoate		0.74	s^(-1)
1.13.11.91	H157N	Azotobacter vinelandii	C(CS)C(=O)[O-]	3-Mercaptopropanoate		7.8	s^(-1)
1.13.11.91	Y159F	Azotobacter vinelandii	C(CS)C(=O)[O-]	3-Mercaptopropanoate		9.0	s^(-1)
1.13.11.91	wildtype	Azotobacter vinelandii	C(CS)C(=O)[O-]	3-Mercaptopropanoate		72.0	s^(-1)
1.13.11.91	Q62R	Pseudomonas aeruginosa	C(C(C(=O)O)S)C(=O)O	(2R)-2-sulfanylbutanedioic acid		0.04	s^(-1)
2.5.1.154	K98Q	Listeria monocytogenes serotype 1/2a	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		1.8	s^(-1)
2.5.1.154	T88V	Listeria monocytogenes serotype 1/2a	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		9.8	s^(-1)
2.5.1.154	D110N	Listeria monocytogenes serotype 1/2a	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		14.0	s^(-1)
2.5.1.154	R200K	Listeria monocytogenes serotype 1/2a	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		22.0	s^(-1)
2.5.1.154	wildtype	Listeria monocytogenes serotype 1/2a	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		54.0	s^(-1)
2.5.1.154	K98Q	Listeria monocytogenes serotype 1/2a	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]	cob(II)alamin		4.2	s^(-1)
2.5.1.154	E207Q	Listeria monocytogenes serotype 1/2a	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]	cob(II)alamin		4.9	s^(-1)
2.5.1.154	D110N	Listeria monocytogenes serotype 1/2a	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]	cob(II)alamin		5.8	s^(-1)
2.5.1.154	R200K	Listeria monocytogenes serotype 1/2a	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]	cob(II)alamin		6.5	s^(-1)
2.5.1.154	T88V	Listeria monocytogenes serotype 1/2a	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]	cob(II)alamin		25.0	s^(-1)
2.5.1.154	wildtype	Listeria monocytogenes serotype 1/2a	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]	cob(II)alamin		50.0	s^(-1)
3.1.6.1	wildtype	Helix pomatia	CC1=CC(=O)OC2=C1C=CC(=C2)OS(=O)(=O)O	4-Methylumbelliferyl sulfate		164.0	s^(-1)
3.1.6.1	wildtype	Helix pomatia	C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O	Indoxyl sulfate		1.06	s^(-1)
3.1.6.1	wildtype	Helix pomatia	CCC1=CC=C(C=C1)OS(=O)(=O)O	4-ethylphenyl sulfate		7.0	s^(-1)
3.1.6.1	wildtype	Helix pomatia	C1=CC(=CC=C1C=CC(=O)O)OS(=O)(=O)O	p-coumaric acid sulfate		0.9	s^(-1)
3.1.6.1	wildtype	Helix pomatia	COC1=C(C=CC(=C1)C=CC(=O)O)OS(=O)(=O)O	ferulic acid 4-sulfate		0.86	s^(-1)
3.1.6.1	wildtype	Helix pomatia	C1=CC(=CC(=C1)OS(=O)(=O)O)O	resorcinol sulfate		0.69	s^(-1)
3.1.6.1	wildtype	Helix pomatia	CC1=CC=C(C=C1)OS(=O)(=O)O	p-cresyl sulfate		0.62	s^(-1)
3.1.6.1	wildtype	Helix pomatia	COC1=C(C=CC(=C1)C(=O)O)OS(=O)(=O)O	vanillic acid 4-sulfate		0.35	s^(-1)
2.4.1.340	wildtype	Thermoanaerobacter sp.	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	beta-D-glucose 1-phosphate		16.0	s^(-1)
2.4.1.340	wildtype	Thermoanaerobacter sp.	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		4.6	s^(-1)
2.7.1.11	E190Q	Escherichia coli	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		180.0	s^(-1)
2.7.1.11	wildtype	Escherichia coli	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		7000.0	s^(-1)
2.7.1.11	wildtype	Thermococcus kodakarensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		552.0	s^(-1)
2.7.1.11	wildtype	Thermococcus kodakarensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	5'-AMP		713.0	s^(-1)
